review_title	review_content	movie_rating
 Terrifying and sobering - as exceptional a piece of television narrative as you're ever likely to see 	Created, written, and executive produced by Craig Mazin, Chernobyl is directed by Johan Renck as part-horror movie, part-cautionary tale, and part-political treatise. Equal parts political deconstruction and painstaking recreation of what it must have been like to live through the worst nuclear disaster in history, the show presents a terrifying, nightmare vision of how bad things can get when hard scientific facts are made subservient to political agendas, and governments strive to undermine not only scientific expertise but the very nature of truth itself (the Soviet Union was a big fan of "alternative facts" long before the GOP). Chernobyl begins and ends by asking the viewer to ponder the cost of cumulative nation-wide lies. However, it's just as interested in celebrating the heroes as it is assigning blame, and in that sense, it has an extraordinary sense of humanism.The acting is immense, the writing is incisive and terrifying, the aesthetic is exceptional, and the show was a worthy winner of no less than 10 Emmys from its 18 nominations, 7 of its 11 nominations at the British Academy Television Craft Awards, and two of its four Golden Globe nominations. All in all, Chernobyl is that rarest of beasts - a show which lives up to the hype.April 26, 1986, 1:23am; near the city of Pripyat in the north of the Ukrainian SSR. Reactor No. 4 at the Vladimir Ilyich Lenin Nuclear Power Plant (aka Chernobyl Nuclear Power Plant) explodes, sending out masses of radioactive material. Fire crews are called, but neither they nor the local people have any idea of the severity of the situation. As the Central Committee tries to keep a lid on things, a commission is assembled to investigate the disaster. The commission's head is Boris Shcherbina (a career-best performance from Stellan Skarsgård), Deputy Chairman of the Council of Ministers, and a devout party-man. The commission's scientific expert is Valery Legasov (a mesmerising Jared Harris), deputy director of the Kurchatov Institute, who immediately realises that the accident is much more serious than the government are saying. The show opens with the explosion and then follows Legasov and Shcherbina as they investigate why it happened and unexpectedly form a strong friendship.Thematically, Chernobyl is not subtle. The opening line is "What is the cost of lies?", and this issue is front and centre for the entire five episodes. The show presents the Soviet Union as a place where lying and statecraft were one and the same, and in so doing, it illustrates what can happen when institutions of government put political ideology above objective facts, when egotistical politicians disregard everything that experts are telling them in favour of their own ill-informed theories (sound familiar?). The first episode in particular gives us some fine illustrations of a system obsessed with committees, bureaucracy, and secrecy, all built upon an unnecessarily complicated and rigid hierarchy. For example, shortly after the explosion, the plant's manager, Bryukhanov (Con O'Neill), explains to the Pripyat Executive Committee,I have spoken directly to Deputy Secretary Maryin. Maryin spoke to Deputy Chief Frolyshev, Frolyshev to Central Committee member Dolghikh, and Dolghikh to General Secretary Gorbachev. Because the Central Committee has the greatest respect for the work of the Pripyat Executive Committee, they have asked me to brief you on matters as they stand.If you think this is an exaggeration, all of these people are real, and this is precisely the sequence of how the information got from Bryukhanov to Gorbachev. As it's presented in the show, there's nothing remotely subtle about it, as we're invited to shake our heads at the ridiculousness of it all. An even more telling example of governmental secrecy occurs in the same scene, as Zharkov (Donald Sumpter), a member of the Pripyat Executive Committee states,It is my experience that when the people ask questions that are not in their own best interest, they should simply be told to keep their minds on their labour - and to leave matters of the State to the State. We seal off the city. No one leaves. We cut the phone lines. Contain the spread of misinformation. That is how you keep the people from undermining the fruits of their own labour.This speech is met with applause. There's a lot to unpack here, but the line "keep the people from undermining the fruits of their own labour" is especially telling. Essentially, "keep the people uninformed so they don't ask us to explain ourselves."And, to a certain extent, much of the rest of the show depicts how that is exactly what the government has accomplished. If there's an overriding mindset amongst the Soviet people, it's a sense of civic duty, borne of a genuine belief in socialism and total trust in the Central Committee. Not all characters share this trust, but enough of them do to make it an undeniable trope. And for the most part, the show presents this sense of duty to the State as deeply honourable, worthy of a great deal of respect. How the State elicits, manipulates and exploits these feelings is being criticised, not the feelings themselves - a vital distinction. This is seen most clearly when one contrasts the noble self-sacrifices made by multiple characters, often knowingly giving their lives for the State and for one another, with the callous way the politburo look on such sacrifices - they expect people to give their lives because lives have to be given. As Shcherbina says at one point, "you will do it because it must be done". To the Politburo, the proletariat is not a collective of individuals, it is a single body, and it can afford to lose a person here and there without any significant damage.Aesthetically, Chernobyl opens with the explosion, throwing the audience into the chaos and confusion. However, rather than placing us in the control room at the moment of the explosion, we see it through the closed window of a character who doesn't even notice it happening until the shockwave hits a couple of seconds later. It's a wholly unexpected way to begin, presenting a massive real-life disaster not from the perspective of spectacle (Deepwater Horizon (2016), I'm looking at you), but from a subjective human perspective. This immediately sets up the show's interest in people. The helicopter crash seen in the trailer is shot the same way - focusing on human reactions to the crash rather than the crash itself.As for the cinematography generally, Jakob Ihre shoots everything unfussily, with no real visual gymnastics. However, there are still moments of stark beauty and great artistry. The second episode ends with a dialogueless scene that Michael Mann would be proud of - a terrifying claustrophobic sequence shot almost entirely in pitch darkness with the only light coming from the torches carried by the men on screen. This episode also features perhaps the single most extraordinary shot in the series - a high elevation shot of Pripyat looking down at the residents being evacuated onto a fleet of buses. In the background, the power plant can be seen still burning, whilst the people and the plant are bifurcated by the flats in which they used to live. This is as good an example of thematic photography as you're likely to find.As for problems, well, if there is one, it is probably that the characters are a little too black and white - the 'good' characters are practically saintly, and the 'bad' characters are almost pure evil. Legasov, for example, is depicted as a truth-teller who disapproves of the Soviet system and cares only for the facts. In reality, he was a party man, and he initially agreed with the cover up. The same issue is apparent with Ulana Khomyuk (Emily Watson), a composite character representing the many scientists who aided Legasov. Watson is good in the role, but as written, she embodies multiple hackneyed Hollywood clichés, and if Mazin wanted a prominent female character, why not use Maria Protsenko, the architect who designed Pripyat and supervised its evacuation? In essence, many of the characters are either stupid or evil, or both, while the scientists are righteous prophets. And there's not a lot of ground in between.At its core, the show is most interested in what happens when governments stop listening to science, when every smart person in the room is telling a leader one thing, and he or she decides to ignore it based on nothing other than ideology or ego (and yes, Trump's attitude to the ever-worsening global climate crisis is very much the target). An exceptional piece of television in pretty much every way, Chernobyl is as terrifying as it is compelling, as heartbreaking as it is eye-opening.And all of this is not even to mention the dogs. I'm just not ready to talk about the dogs.	9
 Watch the podcast 	The show is amazing, but to completely understand why the writer and director, Craig Mazin, included some details, like the lady scientist, you need to listen to the HBO podcast about the show with him.The woman depicts a huge number of scientists who were involved in the whole situation and the decision to make that character female was based on the position of the women in Soviet science, where they weren't a minority like in the western scientific communities. So no, the woman didn't exist, but her character represents all those persons that were real, but couldn't appear in the show, because of the time, production, story etc. limitations.Do your homework before posting dumb reviews slamming this show for inaccuracy.	9
 Abolsute masterpiece! 	Disclaimer->not for faint-hearted.Yes, you read it right this tv series is not for faint-hearted as it has some moments which will shake you up.It is one of the best tv series ever produced. Every actor has done its job perfectly, BG score will give you chills.If you made it to the end you take a sigh of relief then a thought will hit you that what you saw in these 5 episodes happened not too long ago and thus thought will shake you to the core,how we humans have made a deadly catastrophe. But there is a ray of hope that till the good and determined men/women are here we will be saved.It's a must-watch if you can.	9
 You Feel like You might Need Iodine Tablets just Because You are Watching it 	Most people knew about the Chernobyl disaster before this show, but I doubt if many of them knew that the disaster could have rendered most of Europe uninhabitable and how people went through physical and psychological hell to prevent that from happening, how much they sacrificed to save others. In honoring those people, show does a good job and gracefully, too. But at the end, this is a TV show and let's talk about the show itself now.The best aspect of the show is the acting and the character development and the relationships between them that also has a great development. I know parts of the show is fiction, but I don't always know which parts are so. I don't know if in real life Shcherbina and Legasov had a similar relationship, but in the show, their friendship(dare I say) is the most interesting thing. The initial lack of respect for each other leaves its place for admiration and understanding of each other. Shcherbina slowly understand the science is real and how he is in over his head and starts accepting that, which makes him gradually more and more likable. The one thing bothered me is the portrayal of Dyatlov's behavior, it seems so exaggerated and caricaturized but it is similarly acted in other documentaries, who knows. Side characters add detail to the disaster and makes you think about many tragic things you might not have realized how bad they were. The young ''soldier'' who is assigned to kill the animals is a good example. Other thing the show does well is to show the invisible enemy and the exposure to the audience. Think about the cleaning of the roof, if a person stays there too long, just stays next to some coal-like lumps of debris, they will die within days. You feel extremely nervous and uncomfortable watching people shovel rubble, you feel like you might need some iodine tablets just because watching it.The show is really good but there is one unintentional irony about the whole thing, mentioning of which is gonna get me some dislikes, I fear, but in the spirit of the show, I'm not gonna refrain from speaking the truth just because some people are not gonna like it. The irony is that the show is criticizing Soviet ways of doing things, from an American perspective in a time when downplaying of a virus by an American president has cost so many lives. I'd like to remind you that Covid-19 has killed more than 200.000 Americans at the time of this entry. Even the highest estimates of Chernobyl disaster are around 90.000 and the conservative ones are around 4000 casualties. Don't get me wrong, Chernobyl is still far worse than the Covid. Although, Covid has emerged shortly after the show, that is just one example, the US has many coverups of their own. The truth is the ideology has nothing to do with the disaster, it is the culture. At least Russians downplayed the disaster for their national pride, which, of course, is wrong, but the Americans downplayed the virus for the market and the rich got richer while the rest of us got even poorer... There is some, unintentional or otherwise, capitalist propaganda in the show, which is very indirect and consists of 'oh, look! how bad communism is' and, as I said, it is so hilariously ironic.	9
 Brilliant! 	I can not overstate just how good Chernobyl really is! It's one of the best mini-series ever made, it's right up there with Band of Brothers! It absolutely lives up to all the hype and love it's gotten since it first came out! It's one of the top rated shows ever for a reason... because it's fantastic! If you haven't seen this amazing series yet then make sure you do as soon as possible!	9
 WOW 	I never really write reviews, too lazy. But I felt I had to at least throw in some lines about this show... Chernobyl is simply AMAZING. The writing, acting, sets, cinematography, the whole recreation of the plant... the devil is in the detail, and HBO absolutely nailed it. For not being a horror show, this is the best horror show I've seen in years.	9
 Historically accurate 	My husband and I decided to try this show out. I know next to nothing about nuclear power and the Chernobyl accident. I found this an important learning experience. My husband served 13 years in the US Navy as a submariner nuclear operator. As a part of nuclear school they study the Chernobyl accident: what went wrong, what mistakes were made, what good decisions were made, how they solved the problem and most importantly, what changes were made in light of the tragedy. According to my husband, this show is extremely accurate, very well done and true to the historical records and survivor testimony.	9
 Finally Something New Good and Refreshing in 2019 	Might be the first TV-Show of 2019 that I'm really interested in.Recreates the events of Chernobyl in a very bleak, brutal realistic and esentially depressing way.The Atmosphere is absolutely gripping - seldom have i felt so DESPERATE seeing events unfold and characters basically walking towards their guaranteed deaths.Added Bonus ( at least mor me ): It's some REAL Stuff. No Scifi, Fantasy, Superhero, Family, Soap, Feel Good Mash. Give it a watch - I'm pretty sure you won't regret it.Cheers.	9
 There is no need for a meltdown. HBO Chernobyl was honestly pretty good. 	It's weird to say that, as this miniseries was directed by Johan Renck and written by Craig Mazin whom best known for filming notorious cheesy music videos & writing awful comedies. Although the miniseries was criticized by the Russian Government for its so called xenophobia racism propaganda to the point that they launched a lawsuit against the filmmakers; we can at least, say that for the most part, the majority of that country civilians and US viewers found HBO 'Chernobyl' worth watching. It was so good that even many of the survivors of that tragedy approved the miniseries portrayal of events that led to the nuclear explosive, the fallout, and the harsh cleanup that came after it. For the most part, the episodes were mostly scientifically sound. However, the idea that the corium could cause an atom bomb type explosion is little exaggerated. It's not even the same type of uranium. Although, the other reactors did start fires months & years after the tragedy until 1991 where the plant was finally shut down. Nevertheless, as for the historic accuracy, the series were mostly top notch. However, why was the main protagonist Valery Legasov (Jared Harris)'s family not involve in the story!? In real life, the scientist was married with children. It was a missed opportunity to have more conflict and emotional development for him. Rather than Valery seeming a bit bland. Just think what stories they could had tell with him working hard on his duties without his disconnected family knowing the full gravitas of the disaster. It could had interesting to see how much, he able to tell them about the catastrophe and what he has to keep secret in order to keep his family safe. It would had raise the stakes of Episode 5 events a lot higher making those courtroom scenes more suspenseful & intense! Nevertheless, in real-life, Legasov was never an expert witness along with Boris Shcherbina (Stellan Skarsgård) in the trial against the supervisors of the nuclear power plant. Nor was Ulana Khomyuk (Emily Watson) whom character was fictional composite of many real life people. Regardless, it does makes more narrative sense to have them there rather than random new scientist characters. The miniseries already has too many individuals to remember. Many of them are nearly identical with their matching features and clothing. It's really hard to tell apart. Honestly, the miniseries could had cut a few more people from the show, as certain character's fate don't get resolve like Dr. Svetlana Zinchenko (Nadia Clifford) from Episode 1 or the inexperienced draftees from Episode 4. It's annoying that it didn't led anywhere. Instead, the miniseries should had focus the building of the containment sarcophagus. Don't get me wrong, I do know that the main characters had nothing to do with that project, but it's a lot more lot more heroic effort than watching a downer like soldiers shooting up dogs or victims slowly dying. If not that, at least, focus a little more time with the coal miners. They were entertaining, even if in real life, they weren't so comedic nor nude. Nevertheless, one thing that this miniseries does too much is made it seem like every task were done by the Soviet government threating people. In truth, many of the liquidators were volunteers. Regardless, the scene of soldiers being led into the roof to clean up the granite was haunting. The lack of music and the constant ticking of a Geiger counter made that scene alone, intense. As for the Bridge of Death moment. It was well filmed, so dream-like, however in truth, no visual black smoke, no ash or nuclear tan ever fell on the civilians. It's very doubtful that everybody on the bridge died from radiation poisoning due to incomplete records and the questionable reliability of witness anecdotes. It could just be an urban myth. Nevertheless, I couldn't feel sympatric for them. Others victims like Lyudmilla Ignatenko (Jessie Buckley) made me more upset than feeling empathy. Her really bad decisions when risking the livelihood of her unborn baby were truly pretty dumb. Her scenes with her husband Vasily (Adam Nagaitis) was more cringe worthy than romantic lovely. As for so-called villains. The miniseries does depicted mostly depend them well. However, they made Anatoly Dyatlov (Paul Ritter) a bit too cartoony evil to seem real. Although backstory scenes with filmed to make him look more human. They were deleted not to make the miniseries in a character study. This was probably not the right decision, as it made Anatoly seem one dimensional. Don't get me wrong, Anatoly was truly obsession in taming the atom and would go to any links to get what he wanted, even threatened employees with job termination in real life. However, the real person did had standards. He never publicly blame any of his subordinates for the mistakes that night. Instead, he blamed the poor plant design, rather than plant personnel, was primarily responsible for the accident. Regardless, for the most part, all the acting was alright. While the performers were going to speak with a vague Eastern European accent. It all changed when creators realized that their accents were distracting and sounded inappropriately comical. Nevertheless, they should had hired more performers with many ethnicities and backgrounds, in order to show how diverse the real Soviet Union was. In the end, it was still jarring to heard the Russian language written or being vocalized in the background, while Queen English is being spoken in the foreground. At least, the costumes, the exotic locations, the computer effects and the make-up all work. In the end, HBO has really sparked a renewed interest in the disaster, with many people coming forward on social media and recounting their stories about it. It has also triggered a surge in tourism for the Chernobyl Exclusion Zone. Like the caterpillar in the end of Episode 5. Hopefully life will one day recovered there. Overall: The miniseries is cerebral somber masterpiece. One worth being exposed to.	9
 Fantastic Mini-series 	I really enjoyed the series. It really takes you through the events in a way that explains the kind of urgency and tragedy that can happen when working with science. I felt like this series did everything right, save the fact that their was not nearly enough actual Russian/Ukrainian actors in this series as a whole. Especially among the Russian command. Whom I recognized many of the British actors. Which kinda killed the atmosphere a little for me. But all is fair in Love and Warfare and this series did a great job of showing us that grey area in between. And how the aspirations of the few can muddy an entire mixture. My favorite part of this series was the scientific breakdown of the event the show is based around. While I am only a laymen when it comes to nuclear fission and the history surrounding Chernobyl, this was a great introduction and very informative (even if it was dramatized). Overall worth a watch I give 9/10 thnx for reading.	9
 Masterpiece ! 	33 years after the catastrophic disaster of Chernobyl nuclear plant in Russia , HBO comes up with a mini-series , dramatizing the true story of one of the worst man-made catastrophes in history. The miniseries focuses on the nuclear plant disaster that occurred in Soviet Ukraine in April 1986, revealing how and why it happened, and telling the stories of those people who helped and died in tackling the disaster, and the Soviet cover up.Directly from E01 , the series gots it's speed as it starts on the day of the disaster. There are few moments of the series where they had to break down everything , we are not a Nuclear Scientist , we are just audience . They had to break down to the audience what Fission is, about RBMk Reactor, what a nuclear reactor does , what radiation does & they just simply does that , and the end of those monologues you understand how thing works . They gives as a vision of almost every thing . This show is a graphic thing , seems very real when you watch . One genius of thing this show does is that graphic thing , in E03 that hospital scene , those bodies , those make-ups . The pain seemed real , Radiation Positioning might not have looked that real before on screen . The tension building , sound of that geiger counter leaves audience attached to it .However the theme must be acknowledged it how lack of information , mis-information leads to the bad thing & ofcourse the manipulations of USSR .The final episode , Vichnaya Pamyat (currently rated 9.9 on IMDb) , shows us a captivating court thing , all of it lining up together . That's how the system works . It solves every question that the tragedy created , how a RBMK reactor core explodes to how AZ-5 button works .Jared Harris & Stellan Skarsgard delivers the best acting one could ever ask for. It makes thing more relatable . The acting , the background music , the story telling , entertains you with never lossing sight of the tragedy .It was a perfect tribute .	9
 Balanced and very well told. 	Thankfully this show did not go down the anti-nuclear route and sensationalized the whole event, it pretty much stuck to the facts as we know it. Ok there was some dramatic license taken with the court case and legasovs final denouement, and of course the creation of the fictional female scientist, but in large it was very accurate. Particularly impressive was the reconstruction of the liquidators on the roof, watch the real videos and you will see how accurate they tried to portray the events. But perhaps the most impressive part of the show was how they managed to explain the accident, it's not a simple thing and TV (and certainly movies) often grossly simplify complex events, but they took it on brilliantly and despite lots of books on the subject this is probably the best lay mans explanation there is.	9
 You cannot miss this 	I was born 2 years after Chernobyl so I always knew what happened there from my parents. We live in Poland,so luckily we were spared the worst of the radiation but my mum told me that our government also kept shut about the catastrophe. Despite knowing what happened in general,I still had goosebumos while watching and was extremely pissed at the politicians who tried to hide it. Very captivating mini series. Just remember to keep some chocolate close by,you may need it to cheer yourself up.	9
 Breathtaking 	One of the best mini series I've ever seen. The writers did a great job of making complex things easily understandable for the viewer. The acting was also amazing. A must watch!	9
 really good 	Chernobyl is a 5 episode mini-series recounting the Chernobyl disaster, with the first 4 episodes recounting the disaster from multiple viewpoints, and the 5th summarizing it via a trial of the three main people responsible for pushing a nuclear plant test that simply should not have been done. Indeed, the plant itself was an accident waiting for the right circumstances to happen.On a whole, it's a really good series. Jared Harris as the principal nuclear physicist serving as technical lead and Stellan Skarsgård as the "one good bureaucrat" are simply exceptional in their roles. The 4th episode drags a bit with a story about soldiers killing dogs and other pets that have been irradiated. Yes, it's sad, and I suppose the point was to show those "little stories" that would fall through the cracks. Still, it slowed the pace of the mini-series as a whole. The mini-series actually could have used a bit more of that as I thought it was interesting, but only up to a point and I think they just went a bit too far. That said, it's a minor issue.The authenticity of the setting is also remarkable. Granted, I don't know what mid-80s Pripyat and the surrounding area looks like, but it looked genuine to me. Pacing was great (outside of that 4th episode) and I couldn't wait to start the next one. The last episode was a fitting and wonderful end to the series. It's not meant to be a documentary, but it's certainly more than "inspired by true events". I guess you can call it an historical drama and it's one of the best I've seen.I hesitated between and 8 and 9 on this. It would have been a 9 had they made a better 4th episode; at the same time, it doesn't feel fair to drop a point for one story of one episode (the other major story about using a lunar robot, then bio-robots to clean the roof was spectacular). In the end, I decided on a 9 given I think it's one of those "you have to see it" type TV series, whereas an 8 to me is a "solid and really enjoyable" but not something that would make a bucket list.	9
 Biopic of Disaster. Actually 9.5/10 	This Miniseries clearly explains u each & every bids of Chernobyl disaster. It explains how it works, how disaster occurred, how people are affected, how they controlled it, wat price they payed to control it, results of the disaster, etc.,etc.... It creates a fear in u,wat if our nearby nuclear reacter explodes.A respect for those who sacrificed thier life to not led it go further more worse.	9
 Beautiful, nuff said 	Beautifully shot, beautifully made with a beautiful story. It has all the monikers of a all time great tv show. In this case, I will tell you to believe the hype. This is a truly amazing show and something you should watch.	9
 They got it right 	I was born in Pripyat. I was four years old when the accident happened. Watching it is more horrifying than living through it. We didn't know what we were dealing with. It's not like a hurricane or an earthquake that takes you by surprise and causes massive destruction. Here everything looked normal, that day was just like any other day and yet you were told to abandon everything and just leave. The immediate casualties of the accident were not huge, but it had an enormous impact on lives of hundreds of thousands of people. I often think what my life would be like if this didn't happen.This mini series is a masterpiece, perfect in every way. Some people are complaining here that the actors don't speak Russian. I'm a native speaker of Russian and Ukrainian, I don't want the actors to speak Russian. You get so consumed by this show you stop noticing what language they speak.It's not a documentary, so not each and every detail is accurate, yet I would still call it authentic. The creators got the important stuff right... Both of my parents worked at Chernobyl plant, I grew up hearing stories and versions of what happened. I think this show is the best depiction of the Chernobyl disaster and the stories of its victims. This show is to remind all of us of the cost of lies.	10
 Goosebumps and tears 	A Belarusian here, born in 1983. Parents were scientists, knew everything on the 27th. Chernobyl is never forgotten in Belarus and all the details of the tragedy (a flawed reactor, Soviet style apparatchiks in control, a failed experiment, a clumsy cover-up) are widely known. Yet the series managed to depict the horrible events in a way never before seen. A definite tour de force, I had to literally pause a couple of times to comprehend what had just been shown. Goose bumps and tears, what a masterpiece. Likvidatory - heroes, who contained Chernobyl - should never be forgotten.Grim Soviet atmosphere depicted accurately apart from some very very minor details. Surprised that a Swedish director who made music videos for Madonna and his English-speaking cast managed to portray Chernobyl events better, than anybody from the countries most traumatized by the explosion.The tragedy will live forever because of this haunting masterpiece, what a brilliant creative achievement.	10
 I highly recommend this film! 	Hi. I'm from Kiev, Ukraine. I was born in 1983 and I was 2 and a half years when the Chernobyl catastrophe happened. I remember 1980s and I can tell that the authors of this film made a GREAT job to show every detail of what the world look for is in the times of Soviet union. The telephones, the clothes, the haircuts, the cracked paint on the window sills, even the door glass is similar to what I remember. There are couple of things which seemed weird to me: firefighters didn't have the red stars on their helmets, and most of the time people use the short forms of the names when they talk to each other (Vasya, not Vasiliy, Lyuda, not Lyudmila). But the most important thing that this film shows is that the soviet authoritiies lied to people about this catastrophe all the time. For example, in Kiev which is 130 km from Chernobyl, nobody knew about the high levels of radiation till the middle of May, they even held a parade on the first of May, when the level of radiation in Kiev was 100 times higher than normal (iodine131 isotope) and nobody gave us the iodine pills. Everyone who tried to tell the truth was called the provocateur and could even be fired from work. I highly recommend to watch this film. This is a tribute to all the heroes who lost their lives in a radioactive flame and saved all of us from death.	10
 No hero wakes up wanting to die 	As my mother tells it, the weather was quite nice, the sky was clear without any sign of clouds in the spring of 1986. It was like any other day behind the iron curtain. Not a lot to do but not a lot to worry about either, a long day of boring work after dropping the kid off at the kindergarten, just to pick him up again at the afternoon, just like yesterday or any other day since the beginning of time. This is why she did not understand why the old lady (who she very much liked because she seemed to love children and had that neverstopping smile) told everyone at the nursery school not to let the children out to play, don't feed them the veggies and don't let them drink the milk we had for every lunch before that day. We lived in a hungarian town close to the croatian border and the life in that town was pretty simple apart from that day. We lived 900 kms from Chernobyl and we did not even know that place exists until 3 days later.Apparently a man who did not introduce himself called most of the schools and nurseries in the country and told them the same message. A lot of teachers did not take it seriously as he did not mention any details, just the warning: do not let the children out, do not feed them any vegetables which grows overground (potatoes are fine), do not let them drink anything apart from bottled liquids.Noone knew what it was about. Noone knew what danger we are in. I assume this is why it was such a shock. The life was simple and we were not supposed to know stuff. We were not supposed to be afraid, maybe only because the capitalist pigs over the iron curtain. But something changed that day. A faceless, nameless man risked his life and called everyone he could to warn them about Chernobyl. News like this is not easy to contain, soon everyone was talking about what could happen and why. Is it a nuclear attack? Is it the CIA? Are they looking at us from satelites? Are they bombing us?It was the first crack on the Iron Curtain. Not Reagan's stupid monologue, not the thousands of fleeing east-germans, not the soviets economy's ridiculous debts. Entire nations realized their lives mean nothing, millions felt betrayed. A man with no name defeated the Soviet regime with a few telephone calls.We still don't know who that man was. After 30 years and a few inquiries we have no clue who risked his life to prevent thousands of deaths and millions of illnesses. Some historians are adamant the person was executed and vanished without a trace, some say noone found him at all. All I know I have to be grateful for him. We all have to be. He saved a nation. Sure, we could survive the radioactive cloud the mild wind blew over our country but when I look at my two children who are the same age I was back then I am pretty sure I am not willing to take any risks. Would you?Dear anonymous man who defied a violent regime to save millions: We will forever be grateful. Dear ukranian workers whose names we will never know: We will forever be grateful. The workers whose names we know: We will forever be grateful.This show tells a story noone should forget and this is the right way to tell it. Bluntly. How the man with no name told us.	10
 So far looks excellent 	Im ukrainian, born in 1988 and still live here. I want to give the authors of this show a big thumbs up for the whole set they have made. Every little detail of the buildings, flats, uniforms, clothes, cars, especially big thumbs up for ambulance "RAFiks" (RAF-2203), almost everything is 99% identical to the real things of the time, just a few mistakes on some signs that have been written in a mix of russian\ukrainian and some other unknown language, but it all doesnt matter, because what i have seen previously in other movies about soviets were so bad that its not even comparable to this. The other thing is this "comrade" word that almost everyone throws while calling or shouting at someone, its just one of those stereotypes thats still left in western world, in reality no one in an everyday life talked like that, especially not in Ukraine in 1986, it was mainly used in 'official' language in meetings and media, people just talked like you and i would today. Apart from this two small inaccuracies i am shocked at the level of production of this show, it is very good, no one outside of Ukraine has ever made a good tv series about Chernobyl before, i have a weird feeling it was made by someone from USSR, because there was zero moments where i cringed watching it. It was mostly "spot on", "spot on", "wow, spot on". Can't wait for the next episode!!!	10
 Incredible 	My husband grew up near Kyiv and his father drove one of the buses that evacuated the civilians from Pripyat. I have heard his stories of the disaster; the people's concerns, fears and sacrifices. We watch this together and he is amazed at it's authenticity. The set detail, the way the Soviet regime hierarchy functioned, the denial and secrecy surrounding the disaster. He tried (as he usually does when watching a Western production based in or about that part of the world) to find errors or inconsistencies but has not been able to - yet.The acting is impeccable by all, the filming is top notch, the sounds used to heighten the tension versus music. The way they are able to capture that exact feeling of anxiety, horror, disgust and sadness all rolled into one is admirable.I have completed the series and it definitely ranks as one of the best. This story has been waiting to be told and there is hands down no one better than HBO to do it. Russia has said it intends to produce its own Chernobyl program, it will be interesting to compare the two. Theirs will purportedly label the CIA as the perpetrator....	10
 Bleak, Unsettling, Haunting All Throughout 	'Chernobyl' is scarier than most horror movies in that it is a dramatization of actual, real-life horror experienced by thousands of people on that fateful April 1986 morning and the years that followed. This disaster has haunted the nation, Europe, and the rest of mankind more than three decades later. And that creeping dread permeates the whole show. It's difficult to watch. But it certainly makes it a must-watch.	10
 Unbelievable 	I'm Russian. Amazing work! Newer, you hear this, never ever before western cinematography made such authentic film. I speak about details: cars, kitchens, clothes...	10
 HBO did it again! 	The first episode somehow surpassed my expectations for what this TV Show would do with the biggest nuclear disaster ever! Without giving any spoilers besides the obvious, the cinematic quality is unbelievable! I found myself looking at many transition scenes with disbelief, a complete state of shock- that's how good the first episode of HBO's mini-series "Chernobyl" was! The writing wasn't LEGENDARY but it was great, but most importantly, consistent! Every actor did an amazing job at portraying each character and their feelings, which ultimately, led to a even greater ambience. When the episode ended, I was left with a feeling like if I was in Chernobyl! I felt like I was contaminated by radiation. Although that might sound silly, I really felt unwell after watching "Chernobyl"! That just shows how incredibly effective the first episode was on displaying the horrific events that took place in Chernobyl, and how many lives were absolutely destroyed and affected following the disaster. So far, a must-watch!	10
 Exemplary 	CHERNOBYL is an excellent depiction of the infamous nuclear explosion that occurred in Ukraine back in 1986. I've previously read a book on the topic so I had some understanding of what took place, but this miniseries is even better. Over five carefully-paced episodes it really gets into the heart of the matter, depicting the science and circumstances behind the explosion and the failures that led to it happening in the first place. It also extensively depicts the fall-out and clean-up operations that were required afterwards. On top of all this, it's a character-focused drama in which the human cost is always at the forefront. Three exemplary performances from Jared Harris, Stellan Skarsgard and Emily Watson lead the way and the smaller roles are equally special. Doubtlessly the best TV show of the year, and one of the best of all time.	10
 Just watch it (!) 	30th of April, 1986, was a cloudless, sunny day in southern Poland. I was 13 years old, and went to school as everyday. Just before noon teachers started running, closing all doors and windows, and telling us to stay inside, that the air is radioactive. One hour later we were given Lugol's iodine (still remember its awful taste). There was discussion if we can safely go home. No one knew any details. Composition of beautiful weather and gloomy atmosphere was unreal. Years later, I know what was happening in the background. In morning hours of April 28th one of the stations of Polish Central Laboratory for Radiation Protection (CLRP) in northeast Poland measured radiation exceeding normal level half million times.Two hours later they knew it was reactor explosion, somewhere. Government crisis meeting took all 28th/29th night. Polish prime minister called his Russian counterpart, only to hear he "knows nothing" about any nuclear accident. By 3am "Polish Legasov", prof. Zbigniew Jaworowski from CLRP was called to join the meeting, and he achieved impossible - convinced Polish communists that the worst should be expected. They decided to give iodine to all children and suspend production of milk and vegetables countrywide, starting from the next day (east part of the country first). Chernobyl - I've never written movie review. I've never seen such an accurate depiction of how communist country operates. How it looks. I was literally time-traveled over 30 years back. Incredible. 100/10. You know what is most chilling (for me)? 33 years ago communist Polish government, by some miracle, managed to react in relatively short time. Today - it's impossible. There are no iodine stockpiles. The network of Polish CLRP's 140 measuring stations was dismantled. What about other countries? I don't know, but... Last remark - my grandmother died in early 1987. Rapidly developing thyroid cancer. What exactly caused it? I guess I'll never know.	10
 Cracking. 	Grim is an understatement.This is one of the very few shows that I'd bless with a ten star.It is subtle considering the subject but at the same time does not flinch in away from the harsh and immediate reality.I'll never love this show but I will forever have had my eyes opened by it.Shame on the Heathen that gave it 6/10 because of the English accents.	10
